Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Left (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
19582,1.40,2976,0.00,0.00,12.86,23.50,79,33,4.06,2.90,100.00,100.00,12.60
19635,1.40,3019,0.00,0.00,12.85,23.50,79,33,4.21,2.92,100.00,100.00,12.30
19687,1.40,3018,0.00,0.00,12.85,23.50,79,33,4.35,2.90,100.00,100.00,12.30
19740,1.40,3018,0.00,0.00,12.86,23.50,79,33,4.35,2.94,100.00,100.00,12.30
19792,1.40,3032,0.00,0.00,12.85,23.50,79,33,4.50,2.94,100.00,100.00,12.00
19844,1.41,3081,0.00,0.00,12.85,23.50,79,33,4.50,2.96,100.00,100.00,12.00
19898,1.41,3064,0.00,0.00,12.85,23.50,79,33,4.64,2.92,100.00,100.00,12.00
19950,1.41,3096,0.00,0.00,12.84,23.50,79,33,4.79,2.98,100.00,100.00,12.30
20003,1.41,3096,0.00,0.00,12.84,23.50,79,33,4.79,2.98,100.00,100.00,12.30
20055,1.42,3135,0.00,0.00,12.84,23.50,77,33,4.79,2.98,100.00,100.00,12.30
20107,1.42,3125,0.00,0.00,12.83,23.50,77,33,4.93,3.00,100.00,100.00,12.40
20160,1.42,3175,0.00,0.00,12.83,23.50,77,32,5.08,3.00,100.00,100.00,12.40
20213,1.43,3163,0.00,0.00,12.72,23.50,77,33,5.08,3.02,100.00,100.00,12.40
20265,1.43,3163,0.00,0.00,12.81,23.50,77,33,5.08,3.02,100.00,100.00,12.60
20318,1.44,3216,0.00,0.00,12.72,23.50,77,33,5.22,3.02,100.00,100.00,12.60
20370,1.45,3212,0.00,0.00,12.77,23.00,77,33,5.22,3.04,100.00,100.00,12.60
20423,1.46,3248,0.00,0.00,12.75,23.00,77,32,5.37,3.04,100.00,100.00,12.50
20475,1.46,3262,0.00,0.00,12.73,22.50,77,33,5.51,3.06,100.00,100.00,12.50
20528,1.47,3262,0.00,0.00,12.64,22.50,77,33,5.51,3.10,100.00,100.00,12.50
20580,1.48,3285,0.00,0.00,12.61,22.50,77,33,5.51,3.10,100.00,100.00,12.60
20632,1.49,3301,0.00,0.00,12.64,22.50,77,32,5.66,3.10,100.00,100.00,12.60
20686,1.51,3320,0.00,0.00,12.52,22.00,77,33,5.80,3.10,100.00,100.00,12.60
20737,1.53,3351,0.00,0.00,12.47,21.50,77,33,5.80,3.12,100.00,100.00,12.50
20791,1.54,3351,0.00,0.00,12.46,21.00,77,33,5.95,3.16,100.00,100.00,12.50
20842,1.56,3368,0.00,0.00,12.46,21.00,77,33,5.95,3.16,100.00,100.00,12.50
20896,1.58,3386,0.00,0.00,12.35,20.50,77,33,6.09,3.16,100.00,100.00,12.50
20948,1.59,3423,0.00,0.00,12.38,20.00,77,33,6.24,3.18,100.00,100.00,12.50
21001,1.61,3456,0.00,0.00,12.19,20.00,77,33,6.38,3.20,100.00,100.00,12.00
21053,1.63,3456,0.00,0.00,12.27,19.50,77,33,6.53,3.22,100.00,100.00,12.00
21106,1.66,3451,0.00,0.00,12.09,19.50,77,33,6.53,3.22,100.00,100.00,12.00
21158,1.68,3477,0.00,0.00,12.05,19.00,77,33,6.67,3.22,100.00,100.00,11.80
21210,1.70,3522,0.00,0.00,11.98,19.00,77,33,6.82,3.26,100.00,100.00,11.80
21264,1.72,3542,0.00,0.00,12.03,19.00,77,33,6.96,3.26,100.00,100.00,11.80
21316,1.72,3542,0.00,0.00,12.01,19.00,77,33,7.11,3.26,100.00,100.00,11.60
21368,1.73,3573,0.00,0.00,11.93,19.00,77,33,7.11,3.26,100.00,100.00,11.60
21421,1.76,3590,0.00,0.00,11.80,18.50,77,33,7.25,3.30,100.00,100.00,11.60
21473,1.77,3614,0.00,0.00,11.85,18.50,77,32,7.55,3.32,100.00,100.00,11.20
21526,1.78,3618,0.00,0.00,11.77,18.00,77,33,7.69,3.34,100.00,100.00,11.20
21579,1.79,3618,0.00,0.00,11.87,18.00,77,33,7.84,3.34,100.00,100.00,11.20
21631,1.80,3650,0.00,0.00,11.74,17.50,77,33,7.84,3.38,100.00,100.00,11.10
21683,1.81,3664,0.00,0.00,11.77,17.50,77,32,8.13,3.38,100.00,100.00,11.10
21736,1.83,3694,0.00,0.00,11.71,17.50,77,32,8.27,3.40,100.00,100.00,11.10
21789,1.84,3746,0.00,0.00,11.76,17.50,77,32,8.42,3.38,100.00,100.00,11.10
21841,1.86,3746,0.00,0.00,11.73,17.50,77,32,8.56,3.40,100.00,100.00,11.10
21893,1.86,3755,0.00,0.00,11.71,17.50,77,32,8.56,3.40,100.00,100.00,11.10
21947,1.88,3797,0.00,0.00,11.57,17.50,77,31,8.85,3.42,100.00,100.00,11.20
21999,1.89,3822,0.00,0.00,11.65,17.50,77,31,9.00,3.44,100.00,100.00,11.20
22052,1.92,3824,0.00,0.00,11.51,17.50,77,31,9.14,3.46,100.00,100.00,11.20
22104,1.94,3824,0.00,0.00,11.43,17.00,77,31,9.29,3.48,100.00,100.00,10.80
22157,1.96,3856,0.00,0.00,11.37,17.00,77,31,9.29,3.48,100.00,100.00,10.80
22210,1.98,3888,0.00,0.00,11.41,17.00,77,30,9.58,3.50,100.00,100.00,10.80
22262,1.98,3924,0.00,0.00,11.44,17.00,77,30,9.72,3.50,100.00,100.00,10.80
22314,2.01,3928,0.00,0.00,11.29,16.50,77,30,9.87,3.50,100.00,100.00,10.80
22368,2.04,3928,0.00,0.00,11.27,16.50,77,30,10.16,3.54,100.00,100.00,10.80
22420,2.06,3949,0.00,0.00,11.36,16.50,77,30,10.16,3.54,100.00,100.00,10.80
22474,2.09,3994,0.00,0.00,11.23,16.50,77,29,10.30,3.54,100.00,100.00,10.80
22526,2.12,4008,0.00,0.00,11.15,16.50,77,29,10.45,3.58,100.00,100.00,10.80
22579,2.15,4034,0.00,0.00,11.23,16.00,77,29,10.74,3.60,100.00,100.00,10.40
22631,2.15,4034,0.00,0.00,11.31,16.00,77,29,10.88,3.62,100.00,100.00,10.40
22684,2.17,4076,0.00,0.00,11.23,15.50,77,29,10.88,3.64,100.00,100.00,10.40
22737,2.19,4102,0.00,0.00,11.23,15.50,77,29,11.17,3.64,100.00,100.00,10.30
22790,2.21,4128,0.00,0.00,11.28,15.50,77,28,11.46,3.64,100.00,100.00,10.30
22842,2.25,4152,0.00,0.00,11.08,15.50,75,28,11.61,3.70,100.00,100.00,10.30
22894,2.26,4152,0.00,0.00,11.26,15.50,75,28,11.90,3.72,100.00,100.00,10.30
22947,2.28,4164,0.00,0.00,11.19,15.50,75,28,11.90,3.68,100.00,100.00,10.30
22999,2.28,4211,0.00,0.00,11.18,15.50,75,28,12.04,3.68,100.00,100.00,10.30
23052,2.28,4232,0.00,0.00,11.23,15.50,75,27,12.19,3.72,100.00,100.00,10.20
23105,2.29,4261,0.00,0.00,11.22,15.50,75,27,12.48,3.72,100.00,100.00,10.20
23156,2.30,4261,0.00,0.00,11.15,15.50,75,27,12.62,3.76,100.00,100.00,10.20
23208,2.30,4305,0.00,0.00,11.20,15.50,75,27,12.62,3.76,100.00,100.00,10.50
23261,2.31,4305,0.00,0.00,11.20,15.50,75,27,12.77,3.76,100.00,100.00,10.50
23314,2.31,4352,0.00,0.00,11.19,15.50,75,26,12.91,3.78,100.00,100.00,10.50
23366,2.31,4398,0.00,0.00,11.17,15.50,75,26,13.20,3.82,100.00,100.00,10.60
23419,2.31,4398,0.00,0.00,11.17,15.50,75,26,13.35,3.84,100.00,100.00,10.60
23472,2.33,4398,0.00,0.00,11.12,15.50,75,26,13.35,3.82,100.00,100.00,10.60
23524,2.32,4422,0.00,0.00,11.17,15.50,75,25,13.35,3.82,100.00,100.00,10.70
23576,2.33,4470,0.00,0.00,11.11,15.50,75,25,13.49,3.84,100.00,100.00,10.70
23629,2.31,4472,0.00,0.00,11.23,15.50,75,25,13.49,3.82,100.00,100.00,10.70
23681,2.30,4472,0.00,0.00,11.18,16.00,75,25,13.49,3.84,100.00,100.00,10.80
23734,2.31,4534,0.00,0.00,11.10,16.00,75,25,13.49,3.84,100.00,100.00,10.80
23786,2.29,4545,0.00,0.00,11.27,16.00,75,25,13.35,3.84,100.00,100.00,10.80
23840,2.30,4587,0.00,0.00,11.14,16.50,75,24,13.35,3.86,100.00,100.00,10.80
23892,2.31,4607,0.00,0.00,11.09,16.50,75,24,13.35,3.88,100.00,100.00,10.80
23944,2.31,4607,0.00,0.00,11.19,16.50,75,24,13.35,3.88,100.00,100.00,10.80
23996,2.31,4638,0.00,0.00,11.15,16.50,75,24,13.35,3.84,100.00,100.00,10.80
24049,2.29,4676,0.00,0.00,11.20,16.50,75,24,13.35,3.84,100.00,100.00,10.80
24101,2.30,4714,0.00,0.00,11.13,16.50,75,24,13.35,3.88,100.00,100.00,10.80
24154,2.30,4741,0.00,0.00,11.19,16.50,75,23,13.20,3.92,100.00,100.00,10.80
24208,2.30,4741,0.00,0.00,11.19,16.50,75,23,13.20,3.92,100.00,100.00,10.80
24259,2.29,4777,0.00,0.00,11.25,16.50,75,23,13.35,3.92,100.00,100.00,10.80
24312,2.29,4814,0.00,0.00,11.20,16.50,75,23,13.35,3.94,100.00,100.00,10.70
24365,2.30,4820,0.00,0.00,11.20,16.50,75,23,13.20,3.90,100.00,100.00,10.70
24418,2.29,4820,0.00,0.00,11.26,16.50,75,23,13.20,3.94,100.00,100.00,10.70
24470,2.30,4864,0.00,0.00,11.14,16.50,75,23,13.20,3.94,100.00,100.00,10.80
24523,2.31,4921,0.00,0.00,11.18,16.50,75,22,13.20,3.96,100.00,100.00,10.80
24575,2.31,4947,0.00,0.00,11.13,16.50,75,22,13.35,3.96,100.00,100.00,10.80
24628,2.30,4947,0.00,0.00,11.17,16.50,75,21,13.20,3.94,100.00,100.00,10.80
24681,2.30,4963,0.00,0.00,11.17,16.50,75,21,13.20,3.94,100.00,100.00,10.80
24733,2.32,4986,0.00,0.00,11.10,16.50,75,21,13.20,3.98,100.00,100.00,10.80
24786,2.32,5033,0.00,0.00,11.15,16.50,75,20,13.20,4.00,100.00,100.00,10.60
24839,2.31,5033,0.00,0.00,11.15,16.50,73,19,13.20,4.00,100.00,100.00,10.60
24891,2.32,5088,0.00,0.00,11.14,16.50,73,19,13.20,4.00,100.00,100.00,10.60
24944,2.31,5092,0.00,0.00,11.15,16.50,73,19,13.20,3.98,100.00,100.00,10.80
24996,2.31,5140,0.00,0.00,11.13,16.50,73,18,13.06,4.02,100.00,100.00,10.80
25047,2.31,5140,0.00,0.00,11.08,16.50,73,18,13.06,4.02,100.00,100.00,10.80
25101,2.31,5151,0.00,0.00,11.13,16.50,73,18,13.06,4.02,100.00,100.00,10.80
25153,2.33,5212,0.00,0.00,11.12,16.50,73,17,13.06,4.02,100.00,100.00,10.80
25206,2.33,5212,0.00,0.00,11.11,16.50,73,16,13.06,4.04,100.00,100.00,10.80
25258,2.33,5212,0.00,0.00,11.11,16.50,73,16,13.06,4.04,100.00,100.00,10.70
25311,2.33,5270,0.00,0.00,11.11,16.50,73,16,13.06,4.04,100.00,100.00,10.70
25363,2.34,5270,0.00,0.00,11.10,17.00,73,15,13.06,4.06,100.00,100.00,10.70
25416,2.32,5296,0.00,0.00,11.17,17.00,73,15,13.06,4.06,100.00,100.00,10.70
25468,2.32,5326,0.00,0.00,11.17,17.00,73,15,13.06,4.06,100.00,100.00,10.70
25521,2.32,5392,0.00,0.00,11.12,17.00,73,14,13.06,4.06,100.00,100.00,10.80
25574,2.32,5392,0.00,0.00,11.12,17.00,73,14,13.06,4.06,100.00,100.00,10.80
25626,2.32,5411,0.00,0.00,11.12,17.00,73,14,13.06,4.06,100.00,100.00,10.80
25678,2.33,5411,0.00,0.00,11.12,17.00,73,14,13.06,4.10,100.00,100.00,10.70
25731,2.33,5462,0.00,0.00,11.11,17.00,73,14,13.06,4.10,100.00,100.00,10.70
25784,2.31,5478,0.00,0.00,11.33,17.50,73,13,12.91,4.08,100.00,83.14,10.70
25837,2.19,5478,0.00,0.00,12.37,17.50,73,13,12.91,4.08,100.00,25.88,10.80
25890,1.24,5622,0.00,0.00,16.87,20.00,73,12,6.96,3.68,0.00,0.00,10.80
25943,0.70,5622,0.00,0.00,16.72,16.00,73,12,6.96,3.18,0.00,0.00,10.80
25996,0.67,5778,0.00,0.00,14.07,16.00,73,11,-6.38,3.18,0.00,0.00,13.70
26049,0.67,5630,0.00,0.00,12.94,16.00,73,6,-7.69,2.76,0.00,0.00,13.70
26102,0.58,5630,0.00,0.00,12.97,16.00,73,6,-7.69,2.76,0.00,0.00,13.70
26154,0.48,5506,0.00,0.00,15.75,16.00,73,3,-8.71,2.32,0.00,0.00,12.90
26206,0.51,5506,0.00,0.00,14.66,16.00,73,3,-8.71,2.32,0.00,0.00,12.90
26258,0.54,5334,0.00,0.00,12.11,16.00,73,2,-8.85,2.66,0.00,0.00,12.90
26311,0.43,5212,0.00,0.00,15.75,28.00,73,1,-9.00,2.76,0.00,0.78,15.30
26363,0.38,5212,0.00,0.00,16.48,28.00,73,1,-9.00,2.76,0.00,5.49,15.30
26417,0.41,5112,0.00,0.00,15.24,19.00,73,2,-8.71,2.54,0.00,14.12,15.30
26468,0.59,5102,0.00,0.00,11.55,31.50,73,2,-5.66,2.76,0.00,19.61,18.50
26521,0.74,5102,0.00,0.00,12.53,29.50,73,2,-5.66,2.94,1.96,20.78,18.50
26574,0.85,4905,0.00,0.00,12.59,29.50,73,2,-2.76,2.94,3.53,23.92,18.50
26627,0.94,4741,0.00,0.00,12.43,33.00,73,2,-1.31,3.04,12.94,28.63,18.50
26680,1.08,4518,0.00,0.00,12.32,30.00,73,2,0.73,3.16,12.94,33.73,18.50
26732,1.20,4518,0.00,0.00,12.25,28.50,73,2,2.03,3.20,17.25,37.65,18.50
26785,1.27,4414,0.00,0.00,12.20,28.50,73,2,2.03,3.20,20.00,41.57,17.30
26837,1.35,4310,0.00,0.00,12.10,26.50,73,1,3.05,3.24,23.14,46.67,17.30
26890,1.38,4244,0.00,0.00,12.18,26.00,73,2,3.92,3.24,27.45,50.98,17.30
26942,1.41,4190,0.00,0.00,12.22,25.00,73,3,4.50,3.24,27.45,52.94,12.90
26996,1.44,4190,0.00,0.00,12.09,24.00,73,4,4.79,3.26,30.20,54.51,12.90
27048,1.47,4100,0.00,0.00,12.16,24.00,73,4,4.79,3.26,32.16,55.29,12.90
27100,1.50,3930,0.00,0.00,12.14,23.50,73,7,5.22,3.24,33.33,56.47,11.70
27153,1.48,3983,0.00,0.00,12.33,23.00,75,8,5.51,3.22,34.51,60.00,11.70
27206,1.51,3985,0.00,0.00,12.09,23.00,75,7,5.80,3.28,34.51,61.96,11.70
27258,1.53,3985,0.00,0.00,12.12,22.50,75,6,6.09,3.24,37.65,62.35,11.70
27311,1.53,3983,0.00,0.00,12.17,22.50,75,6,6.09,3.30,38.82,63.53,11.70
27364,1.57,4052,0.00,0.00,12.01,22.50,75,9,6.24,3.30,39.61,63.92,11.70
27416,1.58,3956,0.00,0.00,12.14,22.00,75,8,6.67,3.28,40.39,63.92,11.30
27469,1.59,4069,0.00,0.00,12.10,22.00,75,7,6.82,3.32,40.39,64.31,11.30
27522,1.60,4069,0.00,0.00,12.06,21.50,75,6,7.11,3.30,40.00,60.00,11.30
27575,1.60,3983,0.00,0.00,12.09,21.50,75,6,7.11,3.30,40.00,32.94,11.30
27626,1.47,4078,0.00,0.00,12.92,22.00,75,7,6.53,3.26,10.98,1.57,11.30
27679,0.97,3972,0.00,0.00,16.70,27.50,75,8,-0.15,2.44,0.00,0.00,11.30
27732,0.87,3860,0.00,0.00,14.23,30.00,75,8,-3.77,2.50,0.00,0.00,10.70
27785,0.76,3860,0.00,0.00,12.60,33.50,75,8,-5.22,2.50,0.00,0.00,10.70
27837,0.67,3854,0.00,0.00,16.00,28.50,75,8,-5.22,2.46,0.00,0.00,10.70
27890,0.54,3970,0.00,0.00,16.13,28.50,75,5,-6.24,2.46,0.00,0.00,11.40
27941,0.54,4023,0.00,0.00,14.52,27.00,75,4,-6.96,2.38,0.00,0.00,11.40
27994,0.55,3976,0.00,0.00,12.81,24.00,75,2,-7.55,2.34,0.00,0.00,11.40
28047,0.53,3976,0.00,0.00,12.56,21.00,75,2,-7.84,2.26,0.00,0.00,11.10
28100,0.47,3894,0.00,0.00,15.57,18.50,75,2,-7.84,2.20,0.00,0.00,11.10
28152,0.41,3803,0.00,0.00,16.83,18.50,75,1,-7.98,2.20,0.00,0.00,11.10
28205,0.41,3711,0.00,0.00,15.54,16.00,75,1,-8.13,2.16,0.00,0.00,17.40
28258,0.41,3616,0.00,0.00,15.29,16.00,75,1,-8.27,2.08,0.00,0.00,17.40
28309,0.42,3616,0.00,0.00,13.83,16.00,75,1,-8.42,1.88,0.00,0.00,17.40
28362,0.42,3539,0.00,0.00,12.67,16.00,75,1,-8.42,1.78,0.00,0.00,18.50
28416,0.40,3445,0.00,0.00,13.11,16.00,75,1,-8.42,1.78,0.00,0.00,18.50
28468,0.38,3348,0.00,0.00,15.02,16.00,75,1,-8.42,1.86,0.00,0.00,18.50
28520,0.36,3286,0.00,0.00,15.54,16.00,75,1,-8.56,2.06,0.00,0.00,18.50
28572,0.33,3286,0.00,0.00,15.84,16.00,75,1,-8.56,2.18,0.00,0.00,18.50
28625,0.32,3186,0.00,0.00,15.77,16.00,75,1,-8.56,2.16,0.00,0.00,18.50
28678,0.33,3120,0.00,0.00,14.70,16.00,75,1,-8.56,2.16,0.00,0.00,18.50
28730,0.34,3023,0.00,0.00,12.82,16.00,75,1,-8.71,2.02,0.00,0.00,18.50
28783,0.33,2947,0.00,0.00,13.12,16.00,75,1,-8.85,1.92,0.00,0.00,18.50
28835,0.33,2947,0.00,0.00,12.98,16.00,75,1,-9.00,1.78,0.00,0.00,18.50
28888,0.32,2876,0.00,0.00,13.27,16.00,75,1,-9.00,1.60,0.00,0.00,18.50
28940,0.31,2797,0.00,0.00,13.85,16.00,75,1,-9.14,1.60,0.00,0.00,18.50
28993,0.30,2720,0.00,0.00,15.51,16.00,75,1,-9.29,1.70,0.00,0.00,18.50
29045,0.29,2639,0.00,0.00,15.60,16.00,75,1,-9.43,1.90,0.00,0.00,18.50
29098,0.29,2557,0.00,0.00,15.29,16.00,75,1,-9.43,1.96,0.00,0.00,18.50
29150,0.28,2557,0.00,0.00,15.66,16.00,75,1,-9.43,1.80,0.00,0.00,18.50
29203,0.28,2477,0.00,0.00,14.98,16.00,75,1,-9.58,1.80,0.00,0.00,18.50
29256,0.28,2417,0.00,0.00,14.70,16.00,75,1,-9.58,1.68,0.00,0.00,18.50
